paperId,search_topic
17fd7b820b0879734a2c08c20a890ddc526cd83d,natural language processing
c23d9d44e8bc68408cea9f305d1f24d915bc0d0d,natural language processing
eb764d87d4d8c25a290fbbe83f922cda122ae1ef,natural language processing
3ec625fabd8c43a05381d601b4e15dead0ae2317,natural language processing
912a39c2e0e4a35747531669cfa952d2c5627729,natural language processing
d16ab5c19ed33a263b6412ac41a4ea1f068d254a,natural language processing
452059171226626718eb677358836328f884298e,natural language processing
de28ec1d7bd38c8fc4e8ac59b6133800818b4e29,natural language processing
126fb7df6bcab2b70000dfe5b940ada63ae1ba6a,natural language processing
6661802f5e1ee004c20a28dcce9b582d4b5fe6d7,natural language processing
62ed9bf1d83c8db1f9cbf92ea2f57ea90ef683d9,graph neural networks
81a4fd3004df0eb05d6c1cef96ad33d5407820df,graph neural networks
d08a0eb7024dff5c4fabd58144a38031633d4e1a,graph neural networks
8ea9cb53779a8c1bb0e53764f88669bd7edf38f0,graph neural networks
75e924bd79d27a23f3f93d9b1ab62a779505c8d2,graph neural networks
347e837b1aa03c9d17c69a522929000f0a0f0a51,graph neural networks
789a7069d1a2d02d784e4821685b216cc63e6ec8,graph neural networks
0c7e1338a9c7914a3b9a5bdc42b457b3f272160e,graph neural networks
6ea57a2aea08ce0628c93f77bdc24c2f3e9cc6da,graph neural networks
7456dea3a3646f2df6392773a196a5abd0d53b11,graph neural networks
00358a3f17821476d93461192b9229fe7d92bb3f,graph neural networks
ac225094aab9e7b629bc5b3343e026dea0200c70,graph neural networks
398d6f4432e6aa7acf21c0bbaaebac48998faad3,graph neural networks
011a1bbb4059b703d9b366468ef9effdb49f4df9,graph neural networks
e4715a13f6364b1c81e64f247651c3d9e80b6808,graph neural networks
3bfa808ce20b2736708c3fc0b9443635e3f133a7,graph neural networks
00549af4bc3270e0f688acbf694f912d7ee39cad,graph neural networks
24cff2aafcd66e1b7be4f647e478e8e73cf410a5,graph neural networks
94194703e83b5447f519fd8bcbb903916e05aaf9,graph neural networks
572a1f77306e160c3893299c18f3ed862fb5f6d9,graph neural networks
cda969fd7362bdf21aa1f3398078982dcb350d76,graph neural networks
9c9d7247f8c51ec5a02b0d911d1d7b9e8160495d,distributed systems
62df84d6a4d26f95e4714796c2337c9848cc13b5,distributed systems
f1a13b593e0d224219cdd606c8f9e871b35382bd,distributed systems
c357417fe91835dc1a5b0e1013c17ed37116d532,distributed systems
91ec7ef1b6ffeba0a2b19f00501f2f7e52a76077,distributed systems
2817df10c4ffe29482928cb97b8ee89d8560b4cd,distributed systems
f4747f99f97a6d0df2f9ac56a2dc67d5f03a128a,distributed systems
8ab2eefe7a39060343ff8e782d278e3d04e29e4f,distributed systems
1b4c39ba447e8098291e47fd5da32ca650f41181,distributed systems
1cd0367b79a84e9b79883cb71c6e2d931d661080,distributed systems
5a8aafae38aeabd5533a271ab02396529b7b41c9,distributed systems
85a31f4a8be9cb8c6f21464616b5588d5d2b8b07,distributed systems
6685d35225152d56a6d234e6f4e7159da89a3709,distributed systems
1b4d00c514e58bace812da326167cb4be5128ba5,distributed systems
44d857a8935ae3968a07c538cbcd077ae331cb46,distributed systems
6c2c4c1e7b6b1950fa221cd1255eae3b317d78c8,distributed systems
54b8f8a44ffc8fb9ac5a3d02ab72c47452c957b5,distributed systems
f3d594544126e202dbd81c186ca3ce448af5255c,quantum computing
ed1c8676a7c13421afa315af9702fad182ee2347,quantum computing
867170876dff8379701023591883ad9609653210,quantum computing
f9253a3e2627f1c2a0a7e2cea320a4ec4e4d2ff9,quantum computing
194073c405e9c362c955e9ac31979ddbc037ff8d,quantum computing
ea160adc0d78e54669281b8b145bcd832e648fee,quantum computing
d90efed28eb3670c45adf91a1b8c1cb7e1eb340d,quantum computing
c45fa92e955b8e94cb6fd9a35ae13927c835d5ed,quantum computing
53103ae318a19569ac82cee5062de2cf73bf386c,quantum computing
6e74403ab75d0080c056fd66702ab1f54f04d9b1,quantum computing
6d1a01402d4f266f5087a290cd5a72d124fe5b80,quantum computing
89a30b5dab02c9c390a632acad481fa602859272,quantum computing
0258bab20bc8574ee602012081a17db89339f12d,quantum computing
6c260fb515bd0a75b4c49bd40ab7a7cf9c9262f5,quantum computing
1ddb24103c5089fd2bdfc05af41c69f39cfacc88,quantum computing
fb5413afba689d16543215c5a2ddbc5b78a52007,quantum computing
42543dc42e65609bbbf2be470d54dd923532c36a,quantum computing
b000a4b30f6206f6cfb033a79aad1ba810c972a4,quantum computing
f8e57fa370fe10147aa22714e08409fc1b7dae4b,quantum computing
1eaab9b33f1261744567455a14830e8a92796cf5,quantum computing
dc10a3f4dae2db48148ff6781454ddcc856ae8da,quantum computing
83721103a6fd5535e943b1b575cf70862c2322a8,cryptography
ca8de6c6b6ac63c882909a56b38c7f3ed99c4de0,cryptography
5fdbbb3b96937cc0a5e10acf8714990098be70d4,cryptography
bbff38c90b337d3018a9e5d5adb1901fee5c0e3a,cryptography
8ceda6f05d27ae88d8272f228bed78b4f0b3af13,cryptography
a62e859b16c2f6754169d48088a5bb46cf7e61f0,cryptography
1c140cf515e63dc7e3375cbc8db733ff84a873fd,cryptography
d939180e72e74fcbd978ad4ffd9fab98363b9ae4,cryptography
6e2c6fb54fc7f74e4d6ee81cc65adfd60bfffd30,cryptography
bf89fad572188e397c9bea2fae07401069da38de,cryptography
15a03fd2bd755efba24839ee99e68a93faefc8c5,cryptography
d7a7871638737acfc1f2e6ce7f53af0215952262,cryptography
2719f182072492bdd89d269555a1f08323a24071,cryptography
26c63d87ec766cc31dc40e18956ad9a2c947035d,cryptography
0bd450e05e3e6a547ac9e446f8bf6f6efe959866,cryptography
8331cdb70129ad89dcd52dab24af3109523df1aa,cryptography
67b1d6f02e8b1c7c46513790a4132c5248a1f51f,cryptography
5f69c8585c87669e2dbf3353e8750b589c36d525,cryptography
0a96295261b6b4bb3a5ff48de552dee76dd29e61,cryptography
10a71cf1c57943631d92c792572e1bb2307cd704,database optimization
b210644b8a674e6b7c91f8e0ca3fe55650d04777,database optimization
c3ed18371207b5249c5b0a3e38d6d14474d99752,database optimization
04866164f5844c9229a52332de386e39cf859a6c,database optimization
8dbc554068e80aaf0e7647561eaed59e907318c1,database optimization
55a4e4a42cd86fac55491d089d07d04f09dcf957,database optimization
21523876c74c0d54fc13346c9f61ee2d6fe5481a,database optimization
ab0244d455a2fc55372561efdc80af529690a4aa,database optimization
d4850394caf22a194175e53c29ccb871c238aa3a,database optimization
263b0924f50444bbd7cdf5374638695e3eb56156,database optimization
516e3751cf89106f61d14923d349ba2f4da9736e,database optimization
ab3bee93fd3cf1c2e99527b14d9cddc5198f24d5,database optimization
a463db815175649424e7281145d91ac1341163d8,database optimization
9a3329514b1de66ef2839324a33bfaf3d91f2e2b,database optimization
03d86d8e642f7e599e5eedfd93634f16d175dfd3,database optimization
30741e7e30976f7b482eef3d00295ae4740ec21b,database optimization
e6e1c865dda03a951b94d1981d64788359a8a5b0,database optimization
df2e4f151e8b7bf0f04712d240f6fdf7d5808725,human-computer interaction
cc9271d56757c06375b9bdc20330dd6e768ea8cd,human-computer interaction
fbc81b74d147688dad44687bf3eb1d59d21cfe8a,human-computer interaction
547fc936e42b1375272bffc1ddda28ba3c741dc4,human-computer interaction
d1d27aa4eecedb4f830238fe827b05e3c5356a6b,human-computer interaction
10d2c6e6cef4ee22b4125463c4c74c08ebf9a12b,human-computer interaction
428b4f4efca782cae83c013da3586772c6204a26,human-computer interaction
15c766154b1a7c74da61786801d032bd180b8ca8,human-computer interaction
4a3ce4d66627f2264bb2d75a68d69611d4b34cd8,human-computer interaction
9e5f808018065079b89e02abef986265da603341,human-computer interaction
41a126896b916299cd6b58e66d89caa7d09eccaf,human-computer interaction
ca0f1c8ecc52ba1ce61fd4a09c81f54ea4d52e27,human-computer interaction
16c9f626b2d617d4bd357898af6a59e372aab735,human-computer interaction
0cc413d58fcbe5e61f6c8a7b088565a083d0c19b,human-computer interaction
dc24bf448c4baa5b15e88f27cd754efa3d5704f0,human-computer interaction
fd924c39b1f44890af033db445e4a72291bdbf0b,human-computer interaction
0b33bfc37d7b376eb49c3c946ca2313bc77c3b24,human-computer interaction
887ce1217ea5a295b94bc87da4c248059b3a6175,human-computer interaction
4cadb4a6d1c728dd1c6a1df1fcd7a99a4e530deb,human-computer interaction
787cfaef5cfa73aa5e7d0007708333075b8c6878,human-computer interaction
b4569d6b113c63701e8d07c8a855ab2069ab31b8,human-computer interaction
33d59f45d38e4e9e8e8678f33d679dacc08a1b28,cancer immunotherapy
0769b67e4e19f64e5774990070f521443d2cdd08,cancer immunotherapy
c1d1cddf475cdde1cd0499a1e2027f6a36eb5032,cancer immunotherapy
4db4d4e163f3c7c9df44eba6f84a9e1966fd5670,cancer immunotherapy
4df91799cce83299373ededf6270948b833f904a,cancer immunotherapy
84d739180662842f63c7602f40dfb8295cd5c1a2,cancer immunotherapy
951a297d36850a6c19b28fa297f923bf827d8fdb,cancer immunotherapy
76b4c79addeccd877b65268afaaae6eafd21000d,cancer immunotherapy
3bce11c271488fa320772a478a9a78779fb5e656,cancer immunotherapy
626df27f3334bf8ff1eac81d987d8084a994d0a4,cancer immunotherapy
aca12aaba906bc36afd85b04e0a3dd060cc930bf,cancer immunotherapy
3da8010d333b6b14b8e7954ecd2cfbd264b5ba04,cancer immunotherapy
ea0fa52242fae4042dfaec4f54887d570e1e310e,cancer immunotherapy
0d9620555dabc929aeef83d3df30b3c7df248446,cancer immunotherapy
13acb5d1d7140e57a28cafd21d99f6612f3adb20,cancer immunotherapy
3298a104f8c9454eb7881d1698660a527bb793b8,cancer immunotherapy
ffcce116c5950ff5d43a89bf67f3c63a94b54171,cancer immunotherapy
176dafa8d30b3c8c504afb9882f2eecd36077ace,cancer immunotherapy
35dcabf39ec966d2f6a19473c4a52c1c8080fa8f,cancer immunotherapy
c77525289bc99d98421f2d7f59828b61b0fc960a,cancer immunotherapy
edcda18c5eb20516cf46a1527574961a46cc4516,cancer immunotherapy
803b87900f8600661ad127524a87b5e62223f14e,crispr gene editing
1c98e3bbae4be3c84e71bccdf25932e6a7daa2d7,crispr gene editing
c7654e6d3ed74dfccee1f4b8c44569348edcb640,crispr gene editing
e4ea1ec373b9606c9510e7fbd54f77e159202d37,crispr gene editing
655cd5f4d83d2dd367d12001dbe28c37f28f5d4c,crispr gene editing
e5d50b04ff393fa4134ca1120ace614162950771,crispr gene editing
4c3e16d9198e6a290b01a4ba93a3289783a66dc6,crispr gene editing
904b25d0aabe0b5009660498c1398a54e6c641c0,crispr gene editing
622e4dedcd6480b7550c9d70e2c21037caa98ade,crispr gene editing
3d8095b1f2ae83098a96780c5e9fdf59dcfc973f,crispr gene editing
082ee57aa6fb60960b3733578789ced0a923961a,crispr gene editing
0d91d3d23d9c4837615c695153c6598caa7e2b89,crispr gene editing
746ccf282c6021d2859a93cb771735aee6d980a5,crispr gene editing
0f97ed82e9782103886f660db4090c44217ca649,crispr gene editing
7b1eb6ffe8bd6177a2db167ab114b6c66338a507,crispr gene editing
ee3fc4548be78b7118b82051f44a3e6c4ce8ef78,crispr gene editing
112ae0dee52823530175eb46a366b6e114b13a22,crispr gene editing
1c00139125ffc5fd145c6dcc750ee9418aed29b3,crispr gene editing
2777c265653e7b1ad7a36fd5d00c0e9590527407,crispr gene editing
509c7892c1946cd2a3ae9c7e0b0f123abda1c393,crispr gene editing
cda0679e86ce8af508a4e5b83b587d4be183cd70,crispr gene editing
d0acdbd2a43d2e788c4a6b25f1bf189703abb5b6,microbiome research
181f452fa308bfde80ccb3f3dc9c9d30cf8ff53b,microbiome research
0be349c3a84779fa5eb9484023f7b2c2beaaa4a0,microbiome research
d508d8150c086fd81afc74b248de25bedf0e6d1b,microbiome research
bc2b1419031e37f922a0fd4e17505cce252f23bf,microbiome research
47e0c80c38fe3d98590167bb55643f9ff37ea725,microbiome research
52dfdcdff19c7b97e531d6d18f193a3cd9076bee,microbiome research
5887d0c159647aa5879c817f5246be3398e3b131,microbiome research
fcc48d44c17b9119ccd7624b081eb4532179ac79,microbiome research
cb349a7647eaa37f5806b435e0f8e2918980a9a2,microbiome research
29bad971de49e22dd50ba158858d44b299c669d1,microbiome research
38c3c2a29e54400cc4fc0a758a5435d84b01f14d,microbiome research
e111f7a54bcbdb61c83fb9e627f2567d6fd45d83,microbiome research
0126cf6699a3a8b592ecb3339f9b52cc68e1bdbb,microbiome research
1181f95647d7374a01c3cb70c8fc4082112f765d,microbiome research
4ef3a7f2947a0a4c4ce480f1024c1577a833c8d3,microbiome research
7647048ef10fce117f1d1add6e84af295aa739f4,microbiome research
b68f941e508f336da25566a4c7fca5893be9e9a3,microbiome research
f4f67c26be2e6de0c390b36a62fd1489c51bb8d3,microbiome research
52f5939a251b75758529324bc86061feb0670543,microbiome research
ff769a9851c82b2ccd7353e21793caee40d9cf16,microbiome research
c0e02114aa9a2a998ea241db2e5f6de2751e910e,neurodegenerative diseases
6232709d2c4c65345a5d72e7e13f5f923c50302f,neurodegenerative diseases
43dcba91d7fe0a691048b9f25356f83a506046f5,neurodegenerative diseases
a67f552cc0bc0da9903b3e8245ff5f82765ad96a,neurodegenerative diseases
0c67b01653f908e0b87029d5748e51c08727d80b,neurodegenerative diseases
71f2d24cd12f57812400f757e3337687227cecf6,neurodegenerative diseases
db8421968213da9e6b6dd28b781bbfd6a76cd177,neurodegenerative diseases
6573c356fdae4fcb0231e3e2b5815d909ee88376,neurodegenerative diseases
080a65dd299a14753588483ff92a598062f1e370,neurodegenerative diseases
ce8bbfe92a78e410f1c466d81c405fb8c82b6089,neurodegenerative diseases
decd58353cd206e820d9366f016bf8b4c18c22a4,neurodegenerative diseases
bc19db0b80c704042c295c3fa2e9f68803867d4c,neurodegenerative diseases
dd5a9dc53147e50e9f20176b4d4c753f443cbcb6,neurodegenerative diseases
295b3a1dc137629c1293f51435da1150b9b50354,neurodegenerative diseases
3fd93dd1e03e903baf471c3fa397690997e58b2c,neurodegenerative diseases
597dce1b17ebd17a4614755373cbcb8bb2d68fab,neurodegenerative diseases
66b1d91b3ae33d820208cf6a2c721d2748856427,neurodegenerative diseases
779e61419b111944b364d8df4044e293e84fc50f,neurodegenerative diseases
0d7fbdad5898c77aefc0bd7e972a0fcd5fc98f80,neurodegenerative diseases
71e96914c11fef614f9f0dc13251a2ef1d69c84e,neurodegenerative diseases
404c7976c2f05d07b8283b3ac93094d1bda44a9d,neurodegenerative diseases
1f77ef886c2684eed81e0bfe70baba2e9d24836f,vaccine development
18c3ae475d6e772ea69eb168b4c58bee13c1d9c5,vaccine development
35f522e29cd29a9deff1f7eea675c20363993c67,vaccine development
e9b25168e69626beee7c12ea6fb46b018f790804,vaccine development
e8be42f7d6a567cbd81a1a3ec6ce1259685f404e,vaccine development
4ccbee388206c568f149494b6b73c6864a578ecc,vaccine development
74608b96db4f1b363431d25ce9f3fd14596edc08,vaccine development
7c162854c0b89ea87a63a968fa17f4da94a7a591,vaccine development
263c8590627bda6238283f9768790b759f82c96a,vaccine development
e5255b5ffba6c4fcab6136ca0c8f0ff193be664b,vaccine development
5bfc6dccc5ab1cc2f4e20377548a2b9859cca076,vaccine development
03d86f9dfd66fd397f51a363ec31f1d817972261,vaccine development
94bffc6418902014a68ea82997e14baba8f8a175,vaccine development
65f912b70fb0197fc3fac56f7a76e88b3162817d,vaccine development
e36ffc42726edb938c181345fb4d8141ed6f765c,vaccine development
a8eb6287512856e3d7de39da0be42a7b1eccbb00,vaccine development
4524b2dd09414724097552ea070edfc9a4a9ffa9,vaccine development
51921ad186f0eeb0d0461d3317ccc30986938b85,vaccine development
3790a3e46815998eb7f968a2bf7343539be55da3,vaccine development
7e7c57a5bb81fbb8c6c0727ffd40b16a8605f169,vaccine development
a750b936eed503394ffb6240123c9794355b1671,vaccine development
ce124bcd6a69d972cede7491022c5edd42482c13,quantum gravity
8473f81d992e23b77d9e34f26f120b99562489ba,quantum gravity
e966f9fc3e3028b68f57856e651e41238f606ba4,quantum gravity
7a734df5154cdccbdff065b8f570a163d01a245c,quantum gravity
1190d97a4b9a8d88c3d88e47628dd9fc7c2101c1,quantum gravity
c093fcce6b59ed51b6a8867b61f7fb79b7370bc7,quantum gravity
cdd9cd0c34b569bf23e7edcc07477a76678529bd,quantum gravity
2141293ff6649a9dca38c13ef336b54d0ede77ab,quantum gravity
a1cfb10b7c7b4a771fca4bad8a689ead7149d9d1,quantum gravity
29751f4511594a8624112075a4bc8023ccab1451,quantum gravity
b0cc57b1c0d41aef29c542617f819a6c2db324c6,quantum gravity
e50b0d3eecb0dc029557401c68364c11aac6c48b,quantum gravity
4130c18d993d9017de9e58f9924566754b510ea7,quantum gravity
c7e8906c5cd3d6d9648b60fba94fe640a4fcacc8,quantum gravity
2630c943955359d3193b401ea2d50a0f85f0011b,quantum gravity
923fcb65b6ce877ebb7a2c739c6d19160bc8cd38,quantum gravity
37f9f303b010cbabe7db9e93fe674caa6cac89ee,quantum gravity
94d2e7930e7bbc17fa5b3a5955277312c6a40df3,quantum gravity
659351a5cb3e49dfaf542510d525ddd8508b44be,quantum gravity
e86605a31a4f808b6a8481a71dd21cf0247c1e95,quantum gravity
5667194da9c3f88a92ff0bcaefa0ed9a09654347,quantum gravity
f1409b778913369ec4d68b98394ae36b4c82683e,superconductivity
09674998866bdda19b808bd30adcdd723a24e638,superconductivity
719d5dfc55ec43b0619246a0d6ca9612bc894a0d,superconductivity
83534d00ad053e7a97941feddd5cfeca4a0af83e,superconductivity
101831609e5368c5150ad3f901e6bac0cb7b7947,superconductivity
8af9a8b99c67f099c7e597a71b5298ec9dfcad00,superconductivity
bf7e0dcd08d6f474ed9f47b8791b43e76a3992f9,superconductivity
faf43e1bcfc11c094fc1435253b80b89c974b81b,superconductivity
6fb844e3599e414a7c20f0b77645fd2dafef78d0,superconductivity
0200050790e17c21291507dfeaf2b31225d3e879,superconductivity
6a20f5f844894894b3e930555143cebc0e05741d,superconductivity
5cb223ab03c0180be1448f4c473080a6e8bcd272,superconductivity
9c76506a29ef91dd6538c8a2695202dc939729c7,superconductivity
b793765ff98a9356df2f75515e9b4d48ff03d2c8,superconductivity
114bed22af913104fe0fe1aa4b0fb558b4a1f4c1,superconductivity
62344b3047c1038a9cbc4cd0dff0865db4312923,superconductivity
8f66e611d94168c65bc92ce5d38d46675ab14d40,superconductivity
fbcce6e3b0c5c89b3de9fcc2755da95ab24c5116,superconductivity
17bc479e46ed29114520a5f73118635eb3cfda89,superconductivity
d53a16c934faf005493e9f6bacdfe7daa0f4dab6,superconductivity
a213b18b2c6aec38c02931664bf941bc1909936b,superconductivity
19627ed53dd6facc546b711797a332f5326d25c6,dark matter
77ac63d52b746085ae7b911fc3eac70ac262ac93,dark matter
a35e08bb1a16b4e0e7c895cdd91377d5221c0c0b,dark matter
cec6bb8fed4541088f9f1e68e8b7c1d87fc41aac,dark matter
d00f2405bd9c8d7d31b3ca2bd61cd336c2170934,dark matter
df73708fda80700727d07f371dc50cd07fa9dba9,dark matter
65c861f157ee22b5ecca9033f72df4d3d5a58423,dark matter
6afb51852991a1b06fa93c719c49f099deefe8bd,dark matter
0684c7a2d312ca06105f5532914745b52e6bb872,dark matter
57baf572eb93f718192d6821d4904a6d937db036,dark matter
dccb4abae4d3fdb74a1a97cadaf35f97cb516ad1,dark matter
6dbdda6e4bad72dd1cd1c6124f82a1a2e9acffeb,dark matter
2625b6e6fa45d7516155641aa7a72d2cd9e2b411,dark matter
7a82f66384ab1e1758741c7f8851e462db7eb4d8,dark matter
5af48e304ddd9923b52a615ea2e0393ae5e54b0c,dark matter
2449abdb31f12b95178038fd30fb9810a2a93ee0,dark matter
cdfb747b1211465340a18be53d4b546f92496e3a,dark matter
83d5bff82b5c64c3111bfadbe37f488ce5aba6d3,dark matter
e0ef487f632fea8d880e5bfd989fef918c52fa3e,dark matter
c2c5dc16fa34497d9d600809c177986f2a71e2ef,dark matter
cb2d26e564af526c6b83cb4b30e800db4ba9cfc6,dark matter
4921ade47b97443e690f6e92be94ae70c7c54d20,condensed matter physics
f82d584e4db60696d05808b8a5c34e9a86755c21,condensed matter physics
8344c634b28f3bc3dedc72467814b332abcfbe32,condensed matter physics
6470384680486f82fe7cddde4a0164d319c2f152,condensed matter physics
0f4cf5595ae467cacd968e87f6bb800ed2ba59a7,condensed matter physics
7eff9f46c73fd31de4a60ee487393e154e054077,condensed matter physics
a64b3046ba047583a050c4f02b37071015012d16,condensed matter physics
1d0621ee40515e23c8ae4d8f7f96055268bd5fc3,condensed matter physics
07af3eddde6eb7b180a14519cbedeb5d5452a1c9,condensed matter physics
64a18e109cd809a4cc6efa2e28f4ab9ce8ca626a,condensed matter physics
9f65ba431f0d91c14bb3f400bf8d83938bad2bae,condensed matter physics
5bce321e8048e512561d9ad45c1d611e1199fdf3,condensed matter physics
a2367bb18dd770161bb6a64dad3801434e37e0fe,condensed matter physics
bd00a08d1214dd9f1cb21fab56d9a5b1358fb7de,condensed matter physics
92c3eb1eed8c7301a64de38bff029da3e8a97f8d,condensed matter physics
2fa1ef75612db1901554c7ac360e06578dd4835d,particle physics
a9df2456af0d09f52f9d698bc372b4e9b5e495dd,particle physics
17ba24abb5da5d4eeb07aba06e6c4d5c760f212a,particle physics
02399e3ccb3c3d73e098671d3bd908f53e454ba1,particle physics
6ba8ee777876a065e53ae8c4ce806e3bd1301aad,particle physics
b83397d4507be2fcaa59d9a5890731dea1542cf4,particle physics
87420b5957e7c28b6170f5ef09b49cc83cf6a2a9,particle physics
fe913f43b6cc1a35abeef789ef883b61712b0aa5,particle physics
3f9d84e408dea70c41bc7ccb6ed1093f6402c10d,particle physics
66a3e7d035dbbe87fe9f6f09dd88da2a889bb5e4,particle physics
5c6520df0bcc34c5fa83c66ff10770c25ab641b1,particle physics
d0062ecf0c26cbde9b8983845d26fa31de65f811,particle physics
dc3bf5bd1c17297455d4821e81826a497f342f56,particle physics
5e963ffdf331f003dfb25a598fc93a0deef1f728,particle physics
eb8c9b77e8ea2edff7e7bba5b79fa6d73e29b7a5,particle physics
30884dc2b771ae6861a6bd9bb8cd3fbaa21f70f3,particle physics
e44f9fc331b9711b2ec03f32af14dac12c3e5cb3,particle physics
14f06a349113d3a1b8eaf4d340709829fa413bf7,particle physics
d298f3e23aa2bafe4daade554b6300dc1a1d548e,particle physics
6a5264465dc45db28210d0caa69d57da9740976e,particle physics
160ff673c49928640609b8ce3f29e2ff1c751e67,particle physics
91f068a7dd7c75839d56f9df424b52be7cc190b7,behavioral economics
453c5ccbd6d574f46089b44441342fb5d92419e9,behavioral economics
069d627a7d7340a5d6d0523c788aaa0228cb7573,behavioral economics
b78a34ce9216ea4114719605b5dbf110b48973fa,behavioral economics
adf6d026c169d8a3458a7bd2ba7b03ff2145ea74,behavioral economics
