paperId,title,abstract,year,citationCount,openAccessPdf,fieldsOfStudy,authors
a326d9f2d2d351001fece788165dbcbb524da2e4,D4RL: Datasets for Deep Data-Driven Reinforcement Learning,"The offline reinforcement learning (RL) problem, also known as batch RL, refers to the setting where a policy must be learned from a static dataset, without additional online data collection. This setting is compelling as potentially it allows RL methods to take advantage of large, pre-collected datasets, much like how the rise of large datasets has fueled results in supervised learning in recent years. However, existing online RL benchmarks are not tailored towards the offline setting, making progress in offline RL difficult to measure. In this work, we introduce benchmarks specifically designed for the offline setting, guided by key properties of datasets relevant to real-world applications of offline RL. Examples of such properties include: datasets generated via hand-designed controllers and human demonstrators, multi-objective datasets where an agent can perform different tasks in the same environment, and datasets consisting of a mixtures of policies. To facilitate research, we release our benchmark tasks and datasets with a comprehensive evaluation of existing algorithms and an evaluation protocol together with an open-source codebase. We hope that our benchmark will focus research effort on methods that drive improvements not just on simulated tasks, but ultimately on the kinds of real-world problems where offline RL will have the largest impact.",2020,1233,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2004.07219, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Computer Science', 'Mathematics']","[{'authorId': '2550764', 'name': 'Justin Fu'}, {'authorId': '1488785534', 'name': 'Aviral Kumar'}, {'authorId': '7624658', 'name': 'Ofir Nachum'}, {'authorId': '145499435', 'name': 'G. Tucker'}, {'authorId': '1736651', 'name': 'S. Levine'}]"
5bbb6f9a8204eb13070b6f033e61c84ef8ee68dd,Deep Reinforcement Learning from Human Preferences,"For sophisticated reinforcement learning (RL) systems to interact usefully with real-world environments, we need to communicate complex goals to these systems. In this work, we explore goals defined in terms of (non-expert) human preferences between pairs of trajectory segments. We show that this approach can effectively solve complex RL tasks without access to the reward function, including Atari games and simulated robot locomotion, while providing feedback on less than one percent of our agent's interactions with the environment. This reduces the cost of human oversight far enough that it can be practically applied to state-of-the-art RL systems. To demonstrate the flexibility of our approach, we show that we can successfully train complex novel behaviors with about an hour of human time. These behaviors and environments are considerably more complex than any that have been previously learned from human feedback.",2017,2822,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/1706.03741, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Computer Science', 'Mathematics']","[{'authorId': '145791315', 'name': 'P. Christiano'}, {'authorId': '2990741', 'name': 'J. Leike'}, {'authorId': '31035595', 'name': 'Tom B. Brown'}, {'authorId': '26890260', 'name': 'Miljan Martic'}, {'authorId': '34313265', 'name': 'S. Legg'}, {'authorId': '2330246606', 'name': 'Dario Amodei'}]"
4c05d7caa357148f0bbd61720bdd35f0bc05eb81,Dueling Network Architectures for Deep Reinforcement Learning,"In recent years there have been many successes of using deep representations in reinforcement learning. Still, many of these applications use conventional architectures, such as convolutional networks, LSTMs, or auto-encoders. In this paper, we present a new neural network architecture for model-free reinforcement learning. Our dueling network represents two separate estimators: one for the state value function and one for the state-dependent action advantage function. The main benefit of this factoring is to generalize learning across actions without imposing any change to the underlying reinforcement learning algorithm. Our results show that this architecture leads to better policy evaluation in the presence of many similar-valued actions. Moreover, the dueling architecture enables our RL agent to outperform the state-of-the-art on the Atari 2600 domain.",2015,3590,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/1511.06581, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '2117966548', 'name': 'Ziyun Wang'}, {'authorId': '1725157', 'name': 'T. Schaul'}, {'authorId': '39357484', 'name': 'Matteo Hessel'}, {'authorId': '7634925', 'name': 'H. V. Hasselt'}, {'authorId': '1975889', 'name': 'Marc Lanctot'}, {'authorId': '1737568', 'name': 'Nando de Freitas'}]"
5e7bc93622416f14e6948a500278bfbe58cd3890,"Offline Reinforcement Learning: Tutorial, Review, and Perspectives on Open Problems","In this tutorial article, we aim to provide the reader with the conceptual tools needed to get started on research on offline reinforcement learning algorithms: reinforcement learning algorithms that utilize previously collected data, without additional online data collection. Offline reinforcement learning algorithms hold tremendous promise for making it possible to turn large datasets into powerful decision making engines. Effective offline reinforcement learning methods would be able to extract policies with the maximum possible utility out of the available data, thereby allowing automation of a wide range of decision-making domains, from healthcare and education to robotics. However, the limitations of current algorithms make this difficult. We will aim to provide the reader with an understanding of these challenges, particularly in the context of modern deep reinforcement learning methods, and describe some potential solutions that have been explored in recent work to mitigate these challenges, along with recent applications, and a discussion of perspectives on open problems in the field.",2020,1852,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2005.01643, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Computer Science', 'Mathematics']","[{'authorId': '1736651', 'name': 'S. Levine'}, {'authorId': '1488785534', 'name': 'Aviral Kumar'}, {'authorId': '145499435', 'name': 'G. Tucker'}, {'authorId': '2550764', 'name': 'Justin Fu'}]"
0ab3f7ecbdc5a33565a234215604a6ca9d155a33,Rainbow: Combining Improvements in Deep Reinforcement Learning,"
 
 The deep reinforcement learning community has made several independent improvements to the DQN algorithm. However, it is unclear which of these extensions are complementary and can be fruitfully combined. This paper examines six extensions to the DQN algorithm and empirically studies their combination. Our experiments show that the combination provides state-of-the-art performance on the Atari 2600 benchmark, both in terms of data efficiency and final performance. We also provide results from a detailed ablation study that shows the contribution of each component to overall performance.
 
",2017,2178,"{'url': 'https://ojs.aaai.org/index.php/AAAI/article/download/11796/11655', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/1710.02298, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '39357484', 'name': 'Matteo Hessel'}, {'authorId': '3321484', 'name': 'Joseph Modayil'}, {'authorId': '7634925', 'name': 'H. V. Hasselt'}, {'authorId': '1725157', 'name': 'T. Schaul'}, {'authorId': '2273072', 'name': 'Georg Ostrovski'}, {'authorId': '2605877', 'name': 'Will Dabney'}, {'authorId': '48257711', 'name': 'Dan Horgan'}, {'authorId': '1808897', 'name': 'Bilal Piot'}, {'authorId': '37666967', 'name': 'M. G. Azar'}, {'authorId': '145824029', 'name': 'David Silver'}]"
348a855fe01f3f4273bf0ecf851ca688686dbfcc,Offline Reinforcement Learning with Implicit Q-Learning,"Offline reinforcement learning requires reconciling two conflicting aims: learning a policy that improves over the behavior policy that collected the dataset, while at the same time minimizing the deviation from the behavior policy so as to avoid errors due to distributional shift. This trade-off is critical, because most current offline reinforcement learning methods need to query the value of unseen actions during training to improve the policy, and therefore need to either constrain these actions to be in-distribution, or else regularize their values. We propose an offline RL method that never needs to evaluate actions outside of the dataset, but still enables the learned policy to improve substantially over the best behavior in the data through generalization. The main insight in our work is that, instead of evaluating unseen actions from the latest policy, we can approximate the policy improvement step implicitly by treating the state value function as a random variable, with randomness determined by the action (while still integrating over the dynamics to avoid excessive optimism), and then taking a state conditional upper expectile of this random variable to estimate the value of the best actions in that state. This leverages the generalization capacity of the function approximator to estimate the value of the best available action at a given state without ever directly querying a Q-function with this unseen action. Our algorithm alternates between fitting this upper expectile value function and backing it up into a Q-function. Then, we extract the policy via advantage-weighted behavioral cloning. We dub our method implicit Q-learning (IQL). IQL demonstrates the state-of-the-art performance on D4RL, a standard benchmark for offline reinforcement learning. We also demonstrate that IQL achieves strong performance fine-tuning using online interaction after offline initialization.",2021,771,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2110.06169, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '2000906', 'name': 'Ilya Kostrikov'}, {'authorId': '3422774', 'name': 'Ashvin Nair'}, {'authorId': '1736651', 'name': 'S. Levine'}]"
24baabab0c593ebc9b0a0d28e46d1541ca9c8ba3,Deep Reinforcement Learning,"Deep Reinforcement Learning (DRL) is a powerful technique for learning policies for complex decision-making tasks. In this paper, we provide an overview of DRL, including its basic components, key algorithms and techniques, and applications in areas s.a. robotics, game playing, and autonomous driving. We also discuss some of the challenges and limitations of DRL, s.a. sample inefficiency and safety concerns, and we identify some of the promising directions for future research in DRL, s.a. meta-learning, hierarchical reinforcement learning, and combining DRL with formal techniques. In the second part of the paper, we discuss several important applications of DRL, including transfer learning, multi-agent reinforcement learning, and explainable reinforcement learning. We also explore the combination of DRL with formal techniques, a promising area of research for ensuring the safety and reliability of DRL applications. Finally, we identify some of the limitations and open issues in DRL, including sample efficiency, safety, and scalability concerns. To help practitioners effectively apply DRL in their work, we provide recommendations for starting with simple problems, choosing appropriate algorithms and architectures, paying attention to safety and ethics, collaborating with experts, and staying up to date with the latest research in the field. We conclude by highlighting the potential impact of DRL in a wide range of applications and emphasizing the need for careful consideration of the ethical and societal implications of DRL.",2023,361,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICCCNT56998.2023.10306453?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICCCNT56998.2023.10306453, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': None, 'name': 'Sahil Sharma'}, {'authorId': '41207614', 'name': 'A. Srinivas'}, {'authorId': '1723632', 'name': 'Balaraman Ravindran'}]"
2cbea7615ebecea2c414d8fbad47d5d258a5c3b4,Diffusion Policies as an Expressive Policy Class for Offline Reinforcement Learning,"Offline reinforcement learning (RL), which aims to learn an optimal policy using a previously collected static dataset, is an important paradigm of RL. Standard RL methods often perform poorly in this regime due to the function approximation errors on out-of-distribution actions. While a variety of regularization methods have been proposed to mitigate this issue, they are often constrained by policy classes with limited expressiveness that can lead to highly suboptimal solutions. In this paper, we propose representing the policy as a diffusion model, a recent class of highly-expressive deep generative models. We introduce Diffusion Q-learning (Diffusion-QL) that utilizes a conditional diffusion model to represent the policy. In our approach, we learn an action-value function and we add a term maximizing action-values into the training loss of the conditional diffusion model, which results in a loss that seeks optimal actions that are near the behavior policy. We show the expressiveness of the diffusion model-based policy, and the coupling of the behavior cloning and policy improvement under the diffusion model both contribute to the outstanding performance of Diffusion-QL. We illustrate the superiority of our method compared to prior works in a simple 2D bandit example with a multimodal behavior policy. We then show that our method can achieve state-of-the-art performance on the majority of the D4RL benchmark tasks.",2022,299,"{'url': 'https://arxiv.org/pdf/2208.06193', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2208.06193, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Computer Science', 'Mathematics']","[{'authorId': '2108160372', 'name': 'Zhendong Wang'}, {'authorId': '2323922', 'name': 'Jonathan J. Hunt'}, {'authorId': '38026572', 'name': 'Mingyuan Zhou'}]"
c879b25308026d6538e52b27bcf4fd3cb60855f3,A Minimalist Approach to Offline Reinforcement Learning,"Offline reinforcement learning (RL) defines the task of learning from a fixed batch of data. Due to errors in value estimation from out-of-distribution actions, most offline RL algorithms take the approach of constraining or regularizing the policy with the actions contained in the dataset. Built on pre-existing RL algorithms, modifications to make an RL algorithm work offline comes at the cost of additional complexity. Offline RL algorithms introduce new hyperparameters and often leverage secondary components such as generative models, while adjusting the underlying RL algorithm. In this paper we aim to make a deep RL algorithm work while making minimal changes. We find that we can match the performance of state-of-the-art offline RL algorithms by simply adding a behavior cloning term to the policy update of an online RL algorithm and normalizing the data. The resulting algorithm is a simple to implement and tune baseline, while more than halving the overall run time by removing the additional computational overhead of previous methods.",2021,739,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2106.06860, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Computer Science', 'Mathematics']","[{'authorId': '14637819', 'name': 'Scott Fujimoto'}, {'authorId': '2046135', 'name': 'S. Gu'}]"
ff7bcaa4556cb13fc7bf03e477172493546172cd,What Uncertainties Do We Need in Bayesian Deep Learning for Computer Vision?,"There are two major types of uncertainty one can model. Aleatoric uncertainty captures noise inherent in the observations. On the other hand, epistemic uncertainty accounts for uncertainty in the model - uncertainty which can be explained away given enough data. Traditionally it has been difficult to model epistemic uncertainty in computer vision, but with new Bayesian deep learning tools this is now possible. We study the benefits of modeling epistemic vs. aleatoric uncertainty in Bayesian deep learning models for vision tasks. For this we present a Bayesian deep learning framework combining input-dependent aleatoric uncertainty together with epistemic uncertainty. We study models under the framework with per-pixel semantic segmentation and depth regression tasks. Further, our explicit uncertainty formulation leads to new loss functions for these tasks, which can be interpreted as learned attenuation. This makes the loss more robust to noisy data, also giving new state-of-the-art results on segmentation and depth regression benchmarks.",2017,4449,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/1703.04977, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '47645184', 'name': 'Alex Kendall'}, {'authorId': '2681954', 'name': 'Y. Gal'}]"
23ffaa0fe06eae05817f527a47ac3291077f9e58,Rethinking the Inception Architecture for Computer Vision,"Convolutional networks are at the core of most state of-the-art computer vision solutions for a wide variety of tasks. Since 2014 very deep convolutional networks started to become mainstream, yielding substantial gains in various benchmarks. Although increased model size and computational cost tend to translate to immediate quality gains for most tasks (as long as enough labeled data is provided for training), computational efficiency and low parameter count are still enabling factors for various use cases such as mobile vision and big-data scenarios. Here we are exploring ways to scale up networks in ways that aim at utilizing the added computation as efficiently as possible by suitably factorized convolutions and aggressive regularization. We benchmark our methods on the ILSVRC 2012 classification challenge validation set demonstrate substantial gains over the state of the art: 21:2% top-1 and 5:6% top-5 error for single frame evaluation using a network with a computational cost of 5 billion multiply-adds per inference and with using less than 25 million parameters. With an ensemble of 4 models and multi-crop evaluation, we report 3:5% top-5 error and 17:3% top-1 error on the validation set and 3:6% top-5 error on the official test set.",2015,26365,"{'url': 'http://arxiv.org/pdf/1512.00567', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/1512.00567, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '2574060', 'name': 'Christian Szegedy'}, {'authorId': '2657155', 'name': 'Vincent Vanhoucke'}, {'authorId': '2054165706', 'name': 'Sergey Ioffe'}, {'authorId': '1789737', 'name': 'Jonathon Shlens'}, {'authorId': '3282833', 'name': 'Z. Wojna'}]"
290f40b6e5ad78a7f5c2cb226e48f98132843d9f,Design and Development of Cost-Effective Child Surveillance System using Computer Vision Technology,"The project's primary goal is to ensure child surveillance, continuous monitor and alert system for safety. Pre-defined navigation is one of the primary challenges in the robotic industry. Many technologies have been developed to overcome these problems. The project utilizes a high-quality night vision camera that is installed on a navigation robot that moves in the pre-defined path. The night vision camera captures the image and video of child activity, and transmits the data to the main system. The navigation robot is also equipped with the passive infrared (PIR) sensor to monitor any unauthorized human face intervention for child abuduction, and sound sensor for cry detection. The sound sensor detects the crying of the child and gives alert to the parent for immediate assistance.re will be developed using Python in the Google Colab.",2022,3107,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICMACC54824.2022.10093561?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICMACC54824.2022.10093561, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",,"[{'authorId': '2246733587', 'name': 'Vedavyas Peddiraju'}, {'authorId': '2246728148', 'name': 'Ramchandar Rao Pamulaparthi'}, {'authorId': '2246732982', 'name': 'Chakaradhar Adupa'}, {'authorId': '31074981', 'name': 'Laxman Raju Thoutam'}]"
ca011427853d34ce4ec9ccafde8a70c9eacc3e21,Deep Learning for Computer Vision: A Brief Review,"Over the last years deep learning methods have been shown to outperform previous state-of-the-art machine learning techniques in several fields, with computer vision being one of the most prominent cases. This review paper provides a brief overview of some of the most significant deep learning schemes used in computer vision problems, that is, Convolutional Neural Networks, Deep Boltzmann Machines and Deep Belief Networks, and Stacked Denoising Autoencoders. A brief account of their history, structure, advantages, and limitations is given, followed by a description of their applications in various computer vision tasks, such as object detection, face recognition, action and activity recognition, and human pose estimation. Finally, a brief overview is given of future directions in designing deep learning schemes for computer vision problems and the challenges involved therein.",2018,2692,"{'url': 'http://downloads.hindawi.com/journals/cin/2018/7068349.pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC5816885, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Computer Science', 'Medicine']","[{'authorId': '2594647', 'name': 'A. Voulodimos'}, {'authorId': '120205775', 'name': 'N. Doulamis'}, {'authorId': '1746705', 'name': 'A. Doulamis'}, {'authorId': '1806369', 'name': 'Eftychios E. Protopapadakis'}]"
c8b25fab5608c3e033d34b4483ec47e68ba109b7,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,"This paper presents a new vision Transformer, called Swin Transformer, that capably serves as a general-purpose backbone for computer vision. Challenges in adapting Transformer from language to vision arise from differences between the two domains, such as large variations in the scale of visual entities and the high resolution of pixels in images compared to words in text. To address these differences, we propose a hierarchical Transformer whose representation is computed with Shifted windows. The shifted windowing scheme brings greater efficiency by limiting self-attention computation to non-overlapping local windows while also allowing for cross-window connection. This hierarchical architecture has the flexibility to model at various scales and has linear computational complexity with respect to image size. These qualities of Swin Transformer make it compatible with a broad range of vision tasks, including image classification (87.3 top-1 accuracy on ImageNet-1K) and dense prediction tasks such as object detection (58.7 box AP and 51.1 mask AP on COCO test-dev) and semantic segmentation (53.5 mIoU on ADE20K val). Its performance surpasses the previous state-of-the-art by a large margin of +2.7 box AP and +2.6 mask AP on COCO, and +3.2 mIoU on ADE20K, demonstrating the potential of Transformer-based models as vision backbones. The hierarchical design and the shifted window approach also prove beneficial for all-MLP architectures. The code and models are publicly available at https://github.com/microsoft/Swin-Transformer.",2021,18812,"{'url': 'http://arxiv.org/pdf/2103.14030', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2103.14030, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '2109371439', 'name': 'Ze Liu'}, {'authorId': '51091819', 'name': 'Yutong Lin'}, {'authorId': '2112823372', 'name': 'Yue Cao'}, {'authorId': '1823518756', 'name': 'Han Hu'}, {'authorId': '2107995927', 'name': 'Yixuan Wei'}, {'authorId': '2148904543', 'name': 'Zheng Zhang'}, {'authorId': '145676588', 'name': 'Stephen Lin'}, {'authorId': '2261753424', 'name': 'B. Guo'}]"
45f686be3b96302ede327645227134e1c304dbab,Attention mechanisms in computer vision: A survey,"Humans can naturally and effectively find salient regions in complex scenes. Motivated by this observation, attention mechanisms were introduced into computer vision with the aim of imitating this aspect of the human visual system. Such an attention mechanism can be regarded as a dynamic weight adjustment process based on features of the input image. Attention mechanisms have achieved great success in many visual tasks, including image classification, object detection, semantic segmentation, video understanding, image generation, 3D vision, multimodal tasks, and self-supervised learning. In this survey, we provide a comprehensive review of various attention mechanisms in computer vision and categorize them according to approach, such as channel attention, spatial attention, temporal attention, and branch attention; a related repository https://github.com/MenghaoGuo/Awesome-Vision-Attentions is dedicated to collecting related work. We also suggest future directions for attention mechanism research.",2021,1508,"{'url': 'https://link.springer.com/content/pdf/10.1007/s41095-022-0271-y.pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2111.07624, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '2088775481', 'name': 'Meng-Hao Guo'}, {'authorId': '2093923811', 'name': 'Tianhan Xu'}, {'authorId': '2119612440', 'name': 'Jiangjiang Liu'}, {'authorId': '79305819', 'name': 'Zheng-Ning Liu'}, {'authorId': '41022152', 'name': 'Peng-Tao Jiang'}, {'authorId': '31471368', 'name': 'Tai-Jiang Mu'}, {'authorId': '7671691', 'name': 'Song-Hai Zhang'}, {'authorId': '2404014', 'name': 'Ralph Robert Martin'}, {'authorId': '37535930', 'name': 'Ming-Ming Cheng'}, {'authorId': '145140922', 'name': 'Shimin Hu'}]"
21ec90872abd986c12afe39bebe807732ffa70c9,Florence: A New Foundation Model for Computer Vision,"Automated visual understanding of our diverse and open world demands computer vision models to generalize well with minimal customization for specific tasks, similar to human vision. Computer vision foundation models, which are trained on diverse, large-scale dataset and can be adapted to a wide range of downstream tasks, are critical for this mission to solve real-world computer vision applications. While existing vision foundation models such as CLIP, ALIGN, and Wu Dao 2.0 focus mainly on mapping images and textual representations to a cross-modal shared representation, we introduce a new computer vision foundation model, Florence, to expand the representations from coarse (scene) to fine (object), from static (images) to dynamic (videos), and from RGB to multiple modalities (caption, depth). By incorporating universal visual-language representations from Web-scale image-text data, our Florence model can be easily adapted for various computer vision tasks, such as classification, retrieval, object detection, VQA, image caption, video retrieval and action recognition. Moreover, Florence demonstrates outstanding performance in many types of transfer learning: fully sampled fine-tuning, linear probing, few-shot transfer and zero-shot transfer for novel images and objects. All of these properties are critical for our vision foundation model to serve general purpose vision tasks. Florence achieves new state-of-the-art results in majority of 44 representative benchmarks, e.g., ImageNet-1K zero-shot classification with top-1 accuracy of 83.74 and the top-5 accuracy of 97.18, 62.4 mAP on COCO fine tuning, 80.36 on VQA, and 87.8 on Kinetics-600.",2021,836,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2111.11432, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '145347147', 'name': 'Lu Yuan'}, {'authorId': '49025801', 'name': 'Dongdong Chen'}, {'authorId': '2109182290', 'name': 'Yi-Ling Chen'}, {'authorId': '40589056', 'name': 'N. Codella'}, {'authorId': '3386593', 'name': 'Xiyang Dai'}, {'authorId': '48441311', 'name': 'Jianfeng Gao'}, {'authorId': '35431603', 'name': 'Houdong Hu'}, {'authorId': '144531812', 'name': 'Xuedong Huang'}, {'authorId': None, 'name': 'Boxin Li'}, {'authorId': '2109737569', 'name': 'Chunyuan Li'}, {'authorId': '2107890439', 'name': 'Ce Liu'}, {'authorId': '2152968847', 'name': 'Mengchen Liu'}, {'authorId': '2145253136', 'name': 'Zicheng Liu'}, {'authorId': '2143520239', 'name': 'Yumao Lu'}, {'authorId': '1844953096', 'name': 'Yu Shi'}, {'authorId': '29957038', 'name': 'Lijuan Wang'}, {'authorId': '2124948371', 'name': 'Jianfeng Wang'}, {'authorId': '2054421528', 'name': 'Bin Xiao'}, {'authorId': '2158780631', 'name': 'Zhen Xiao'}, {'authorId': '120157163', 'name': 'Jianwei Yang'}, {'authorId': '48262024', 'name': 'Michael Zeng'}, {'authorId': '2116644664', 'name': 'Luowei Zhou'}, {'authorId': '9325940', 'name': 'Pengchuan Zhang'}]"
6351ebb4a3287f5f3e1273464b3b91e5df5a16d7,Masked Autoencoders Are Scalable Vision Learners,"This paper shows that masked autoencoders (MAE) are scalable self-supervised learners for computer vision. Our MAE approach is simple: we mask random patches of the input image and reconstruct the missing pixels. It is based on two core designs. First, we develop an asymmetric encoder-decoder architecture, with an encoder that operates only on the visible subset of patches (without mask tokens), along with a lightweight decoder that reconstructs the original image from the latent representation and mask tokens. Second, we find that masking a high proportion of the input image, e.g., 75%, yields a nontrivial and meaningful self-supervisory task. Coupling these two designs enables us to train large models efficiently and effectively: we accelerate training (by 3× or more) and improve accuracy. Our scalable approach allows for learning high-capacity models that generalize well: e.g., a vanilla ViT-Huge model achieves the best accuracy (87.8%) among methods that use only ImageNet-1K data. Transfer performance in downstream tasks outperforms supervised pretraining and shows promising scaling behavior.",2021,6830,"{'url': 'https://arxiv.org/pdf/2111.06377', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://arxiv.org/abs/2111.06377, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",['Computer Science'],"[{'authorId': '2058350112', 'name': 'Kaiming He'}, {'authorId': '39717886', 'name': 'Xinlei Chen'}, {'authorId': '1817030', 'name': 'Saining Xie'}, {'authorId': '3128506', 'name': 'Yanghao Li'}, {'authorId': '2065731243', 'name': ""Piotr Doll'ar""}, {'authorId': '2983898', 'name': 'Ross B. Girshick'}]"
c3df199cbca74763c4ae9889409bbd4aa29b6255,Deep learning-enabled medical computer vision,"A decade of unprecedented progress in artificial intelligence (AI) has demonstrated the potential for many fields—including medicine—to benefit from the insights that AI techniques can extract from data. Here we survey recent progress in the development of modern computer vision techniques—powered by deep learning—for medical applications, focusing on medical imaging, medical video, and clinical deployment. We start by briefly summarizing a decade of progress in convolutional neural networks, including the vision tasks they enable, in the context of healthcare. Next, we discuss several example medical imaging applications that stand to benefit—including cardiology, pathology, dermatology, ophthalmology–and propose new avenues for continued work. We then expand into general medical video, highlighting ways in which clinical workflows can integrate computer vision to enhance care. Finally, we discuss the challenges and hurdles required for real-world clinical deployment of these technologies.",2021,745,"{'url': 'https://www.nature.com/articles/s41746-020-00376-2.pdf', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: This abstract is extracted from the open access paper or abstract available at https://pmc.ncbi.nlm.nih.gov/articles/PMC7794558, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","['Computer Science', 'Medicine']","[{'authorId': '1811529', 'name': 'A. Esteva'}, {'authorId': '2055632320', 'name': 'Katherine Chou'}, {'authorId': '34149749', 'name': 'Serena Yeung'}, {'authorId': '2047256670', 'name': 'N. Naik'}, {'authorId': '145822841', 'name': 'Ali Madani'}, {'authorId': '145934658', 'name': 'A. Mottaghi'}, {'authorId': '2118113191', 'name': 'Yun Liu'}, {'authorId': '144758045', 'name': 'E. Topol'}, {'authorId': '48448318', 'name': 'J. Dean'}, {'authorId': '2166511', 'name': 'R. Socher'}]"
